latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,type
20.99091,106.83219,345.71,0.34,0.56,2022-01-16,0528,SNPP,SNPP,n,2,289.96,4.27,D,0
20.17581,105.08434,327.32,0.72,0.76,2022-01-16,0708,SNPP,SNPP,n,2,285.01,8.39,D,0
20.17241,105.08342,329.97,0.72,0.76,2022-01-16,0708,SNPP,SNPP,n,2,285.06,7.71,D,0
21.15382,106.52602,325.21,0.45,0.47,2022-01-18,0631,SNPP,SNPP,n,2,290,2.21,D,0
21.84134,105.20755,295.43,0.39,0.44,2022-01-18,1900,SNPP,SNPP,n,2,284.57,0.39,N,0
21.55861,105.8698,300.97,0.43,0.46,2022-01-18,1900,SNPP,SNPP,n,2,284.62,0.76,N,2
21.55442,105.86887,297.49,0.43,0.46,2022-01-18,1900,SNPP,SNPP,n,2,283.27,0.76,N,0
21.21413,105.93738,296.75,0.44,0.46,2022-01-18,1900,SNPP,SNPP,n,2,284.63,0.53,N,0
21.27863,106.69586,331.01,0.41,0.37,2022-01-19,0612,SNPP,SNPP,n,2,291.56,2.99,D,0
21.1919,105.23286,330.35,0.38,0.36,2022-01-19,0612,SNPP,SNPP,n,2,290.2,2.56,D,0
21.39284,106.39592,331.69,0.4,0.37,2022-01-19,0612,SNPP,SNPP,n,2,295.25,26.04,D,0
21.45076,106.4343,335.93,0.4,0.37,2022-01-19,0612,SNPP,SNPP,n,2,290.71,7.03,D,0
21.53621,106.15341,325.1,0.4,0.37,2022-01-19,0612,SNPP,SNPP,n,2,291.19,2,D,0
21.61952,106.00689,334.15,0.39,0.36,2022-01-19,0612,SNPP,SNPP,n,2,297.44,26.48,D,0
21.73403,106.74055,343.7,0.41,0.37,2022-01-19,0612,SNPP,SNPP,n,2,291.92,7.92,D,0
21.65178,106.06393,326.29,0.4,0.37,2022-01-19,0612,SNPP,SNPP,n,2,288.97,2,D,0
21.67448,106.14992,332.33,0.4,0.37,2022-01-19,0612,SNPP,SNPP,n,2,291.86,3.84,D,0
21.94248,105.6671,331.93,0.39,0.36,2022-01-19,0612,SNPP,SNPP,n,2,287.37,3.25,D,0
20.23931,105.29697,327.71,0.46,0.47,2022-01-23,0637,SNPP,SNPP,n,2,292.37,2.4,D,0
21.55937,105.86993,306.09,0.54,0.51,2022-01-23,1906,SNPP,SNPP,n,2,289.16,1.07,N,2
20.19456,105.50268,341.99,0.41,0.37,2022-01-24,0618,SNPP,SNPP,n,2,301.46,4.46,D,0
20.85366,105.48483,327.73,0.41,0.37,2022-01-24,0618,SNPP,SNPP,n,2,296.61,1.83,D,0
21.01986,106.53055,330.32,0.45,0.39,2022-01-24,0618,SNPP,SNPP,n,2,298.82,2.68,D,2
21.01769,106.52822,328.25,0.45,0.39,2022-01-24,0618,SNPP,SNPP,n,2,294.06,3.56,D,2
20.91724,105.14573,335.58,0.4,0.37,2022-01-24,0618,SNPP,SNPP,n,2,295.39,3.73,D,0
21.21143,106.59792,329.86,0.46,0.39,2022-01-24,0618,SNPP,SNPP,n,2,295.16,3.69,D,0
21.25761,106.74979,345.22,0.47,0.39,2022-01-24,0618,SNPP,SNPP,n,2,290.6,14.56,D,0
20.15468,105.48313,332.94,0.44,0.39,2022-01-25,0559,SNPP,SNPP,n,2,294.59,3.1,D,0
20.6793,105.24444,335.4,0.45,0.39,2022-01-25,0559,SNPP,SNPP,n,2,297.82,4.12,D,0
20.93528,105.11131,328.32,0.45,0.39,2022-01-25,0559,SNPP,SNPP,n,2,293.98,1.82,D,0
21.04425,104.89931,328.13,0.46,0.39,2022-01-25,0559,SNPP,SNPP,n,2,297.99,2.99,D,0
21.14931,105.20425,338.88,0.54,0.51,2022-01-26,0540,SNPP,SNPP,n,2,292.26,4.42,D,0
21.15084,105.20094,341.39,0.54,0.51,2022-01-26,0540,SNPP,SNPP,n,2,290.83,5.87,D,0
20.54684,105.55071,336.64,0.52,0.67,2022-01-27,0521,SNPP,SNPP,n,2,289.13,3.57,D,0
20.54594,105.55259,331.29,0.52,0.67,2022-01-27,0521,SNPP,SNPP,n,2,287.88,5.59,D,0
21.02523,105.12959,337.1,0.54,0.68,2022-01-27,0521,SNPP,SNPP,n,2,293.04,7.32,D,0
21.02916,105.1283,339.32,0.54,0.68,2022-01-27,0521,SNPP,SNPP,n,2,293.22,6.87,D,0
20.14136,105.4754,326.53,0.6,0.71,2022-01-27,0702,SNPP,SNPP,n,2,287.06,5.17,D,0
21.01817,106.52999,303.9,0.42,0.61,2022-01-27,1750,SNPP,SNPP,n,2,289.47,1.91,N,2
21.01132,106.54166,299.54,0.42,0.61,2022-01-27,1750,SNPP,SNPP,n,2,288.37,1.35,N,2
20.12896,105.4498,330.01,0.59,0.53,2022-01-28,0643,SNPP,SNPP,n,2,291.84,3.52,D,0
20.48365,105.52606,339.39,0.6,0.53,2022-01-28,0643,SNPP,SNPP,n,2,291.39,10.43,D,0
20.485,105.52402,332.9,0.6,0.53,2022-01-28,0643,SNPP,SNPP,n,2,290.53,5.93,D,0
21.07785,106.7949,367,0.37,0.58,2022-01-28,0643,SNPP,SNPP,h,2,294.49,10.5,D,0
21.02184,105.20067,334.93,0.58,0.52,2022-01-28,0643,SNPP,SNPP,n,2,295.66,4.43,D,0
21.42648,106.8461,336.83,0.38,0.58,2022-01-28,0643,SNPP,SNPP,n,2,290.67,19.73,D,0
21.42619,106.84311,350.71,0.38,0.58,2022-01-28,0643,SNPP,SNPP,n,2,295.89,19.73,D,0
21.03767,106.58878,296.34,0.52,0.5,2022-02-22,1803,SNPP,SNPP,n,2,281.68,0.77,N,2
20.4024,105.90149,303.92,0.56,0.52,2022-02-22,1803,SNPP,SNPP,n,2,278.88,2.51,N,2
20.21149,105.60507,330.61,0.49,0.65,2022-02-23,0655,SNPP,SNPP,n,2,290.98,4.63,D,0
21.40053,106.80711,327.57,0.6,0.7,2022-02-23,0656,SNPP,SNPP,n,2,288.83,4.6,D,0
20.15313,105.76295,326.25,0.49,0.49,2022-02-24,0636,SNPP,SNPP,n,2,294.01,2.26,D,0
20.24652,105.64647,343.67,0.48,0.48,2022-02-24,0636,SNPP,SNPP,n,2,291.03,4.68,D,0
20.30724,105.54568,340.08,0.48,0.48,2022-02-24,0636,SNPP,SNPP,n,2,294.17,11.11,D,0
20.30672,105.54131,341.45,0.48,0.48,2022-02-24,0636,SNPP,SNPP,n,2,294.55,11.11,D,0
20.30584,105.54284,353.98,0.48,0.48,2022-02-24,0636,SNPP,SNPP,n,2,296.73,10.62,D,0
20.31029,105.54238,325.43,0.48,0.48,2022-02-24,0636,SNPP,SNPP,n,2,291.11,10.62,D,0
20.45831,105.71173,340.58,0.49,0.49,2022-02-24,0636,SNPP,SNPP,n,2,291.39,5.45,D,0
20.48687,105.72208,333.77,0.49,0.49,2022-02-24,0636,SNPP,SNPP,n,2,290.23,3.87,D,0
20.48635,105.71739,326.27,0.49,0.49,2022-02-24,0636,SNPP,SNPP,n,2,289.65,4.24,D,0
20.47118,105.50416,335.7,0.48,0.48,2022-02-24,0636,SNPP,SNPP,n,2,291.58,5.75,D,0
20.53489,105.66331,335,0.49,0.48,2022-02-24,0636,SNPP,SNPP,n,2,290.66,2.25,D,0
20.53282,105.66522,329.74,0.49,0.49,2022-02-24,0636,SNPP,SNPP,n,2,290.3,4,D,0
20.55293,105.6002,336.41,0.48,0.48,2022-02-24,0636,SNPP,SNPP,n,2,292.42,5.32,D,0
21.05135,106.81033,330.89,0.59,0.53,2022-02-24,0637,SNPP,SNPP,n,2,291.25,2.68,D,0
21.35258,105.07433,339.57,0.46,0.47,2022-02-24,0637,SNPP,SNPP,n,2,292.52,4.41,D,0
21.52508,105.7569,356.02,0.51,0.49,2022-02-24,0637,SNPP,SNPP,n,2,293.08,21.97,D,0
21.52401,105.74702,339.24,0.51,0.49,2022-02-24,0637,SNPP,SNPP,n,2,292.23,4.51,D,0
21.62498,106.15972,332.73,0.54,0.51,2022-02-24,0637,SNPP,SNPP,n,2,288.81,3.77,D,0
21.71643,106.19415,354.77,0.55,0.51,2022-02-24,0637,SNPP,SNPP,n,2,290.28,16.9,D,0
21.71486,106.13493,326.97,0.54,0.51,2022-02-24,0637,SNPP,SNPP,n,2,289.15,2.07,D,0
21.71323,106.11976,344.79,0.54,0.51,2022-02-24,0637,SNPP,SNPP,n,2,291.74,9.42,D,0
21.69018,105.82097,328.81,0.52,0.5,2022-02-24,0637,SNPP,SNPP,n,2,292.16,3.4,D,0
21.73729,106.12198,326.3,0.54,0.51,2022-02-24,0637,SNPP,SNPP,n,2,289.2,3.74,D,0
21.77891,106.32764,327.69,0.56,0.51,2022-02-24,0637,SNPP,SNPP,n,2,288.52,4.81,D,0
21.76609,106.21048,340.16,0.55,0.51,2022-02-24,0637,SNPP,SNPP,n,2,292.36,4.95,D,0
21.73612,105.89738,334.21,0.52,0.5,2022-02-24,0637,SNPP,SNPP,n,2,290.31,3.26,D,0
21.77855,106.32496,331.29,0.56,0.51,2022-02-24,0637,SNPP,SNPP,n,2,288.51,3.83,D,0
21.76707,106.21261,339.39,0.55,0.51,2022-02-24,0637,SNPP,SNPP,n,2,291.35,8.01,D,0
21.7346,105.89904,331.72,0.52,0.5,2022-02-24,0637,SNPP,SNPP,n,2,288.43,4.08,D,0
21.69093,105.31834,339.14,0.48,0.48,2022-02-24,0637,SNPP,SNPP,n,2,286.23,3.92,D,0
21.72635,105.35221,341.46,0.48,0.48,2022-02-24,0637,SNPP,SNPP,n,2,291.1,7.31,D,0
21.86211,105.96397,325.01,0.53,0.5,2022-02-24,0637,SNPP,SNPP,n,2,291.21,2.8,D,0
21.92996,105.64285,330.68,0.51,0.49,2022-02-24,0637,SNPP,SNPP,n,2,291.57,4.07,D,0
21.93453,105.64501,330.27,0.51,0.49,2022-02-24,0637,SNPP,SNPP,n,2,285.98,3.33,D,0
20.40239,105.90302,295.42,0.57,0.52,2022-02-24,1906,SNPP,SNPP,n,2,283.61,1.53,N,0
20.34118,105.91167,298.32,0.57,0.52,2022-02-24,1906,SNPP,SNPP,n,2,283.59,0.87,N,2
21.72296,106.194,326.72,0.45,0.39,2022-02-25,0618,SNPP,SNPP,n,2,293.1,2.2,D,0
21.71604,106.14244,342.43,0.44,0.39,2022-02-25,0618,SNPP,SNPP,n,2,294.4,8.69,D,0
21.71322,106.12147,334.42,0.44,0.39,2022-02-25,0618,SNPP,SNPP,n,2,294.5,3.08,D,0
21.74046,106.29751,335.78,0.45,0.39,2022-02-25,0618,SNPP,SNPP,n,2,292.68,5.85,D,0
21.74343,106.29248,330.92,0.45,0.39,2022-02-25,0618,SNPP,SNPP,n,2,293.02,6.34,D,0
21.74284,106.28806,326.58,0.45,0.39,2022-02-25,0618,SNPP,SNPP,n,2,295.74,5.8,D,0
21.7318,106.20576,334.87,0.45,0.39,2022-02-25,0618,SNPP,SNPP,n,2,294.65,2.73,D,0
21.71403,106.07384,329.3,0.44,0.38,2022-02-25,0618,SNPP,SNPP,n,2,295.33,2.23,D,0
21.71361,106.01746,333.74,0.44,0.38,2022-02-25,0618,SNPP,SNPP,n,2,294.34,2.95,D,0
21.70398,105.89414,345.42,0.43,0.38,2022-02-25,0618,SNPP,SNPP,n,2,296.82,4.16,D,0
21.77126,106.33672,329.27,0.45,0.39,2022-02-25,0618,SNPP,SNPP,n,2,293.22,4.18,D,0
21.76837,106.31522,325.41,0.45,0.39,2022-02-25,0618,SNPP,SNPP,n,2,292.33,1.7,D,0
21.77484,106.33616,343.41,0.45,0.39,2022-02-25,0618,SNPP,SNPP,n,2,293.33,4.18,D,0
21.73879,106.07005,335.06,0.44,0.38,2022-02-25,0618,SNPP,SNPP,n,2,295.83,8.46,D,0
21.71629,105.90542,329.31,0.43,0.38,2022-02-25,0618,SNPP,SNPP,n,2,295.01,2.24,D,0
21.77854,106.3094,334.51,0.45,0.39,2022-02-25,0618,SNPP,SNPP,n,2,292.98,2.31,D,0
21.72213,105.89572,327.17,0.43,0.38,2022-02-25,0618,SNPP,SNPP,n,2,294.25,1.29,D,0
21.79046,106.31653,330.63,0.45,0.39,2022-02-25,0618,SNPP,SNPP,n,2,294.76,5.85,D,0
21.78842,106.31353,331.93,0.45,0.39,2022-02-25,0618,SNPP,SNPP,n,2,295.89,6.01,D,0
21.72227,105.65483,330.61,0.42,0.38,2022-02-25,0618,SNPP,SNPP,n,2,293.76,2.55,D,0
21.77746,106.03812,329.92,0.44,0.38,2022-02-25,0618,SNPP,SNPP,n,2,291.76,3.37,D,0
21.77992,106.02951,340.45,0.44,0.38,2022-02-25,0618,SNPP,SNPP,n,2,296.15,5.96,D,0
21.77597,106.00002,339.47,0.44,0.38,2022-02-25,0618,SNPP,SNPP,n,2,299.45,9.45,D,0
21.79255,106.07001,326.15,0.44,0.38,2022-02-25,0618,SNPP,SNPP,n,2,290.44,2.82,D,0
21.77373,105.85013,333.37,0.43,0.38,2022-02-25,0618,SNPP,SNPP,n,2,294.9,4.3,D,0
21.84073,106.32259,332.1,0.45,0.39,2022-02-25,0618,SNPP,SNPP,n,2,292.84,2.25,D,0
21.77277,105.79042,332.01,0.43,0.38,2022-02-25,0618,SNPP,SNPP,n,2,293.71,3.35,D,0
21.77222,105.78637,329.65,0.43,0.38,2022-02-25,0618,SNPP,SNPP,n,2,294.33,3.35,D,0
21.84418,106.18484,325.07,0.45,0.39,2022-02-25,0618,SNPP,SNPP,n,2,294.22,2.32,D,0
21.83583,106.04279,329.61,0.44,0.38,2022-02-25,0618,SNPP,SNPP,n,2,294.5,1.67,D,0
21.78836,105.6702,329.94,0.43,0.38,2022-02-25,0618,SNPP,SNPP,n,2,293.45,2.32,D,0
21.82915,105.83656,331.73,0.43,0.38,2022-02-25,0618,SNPP,SNPP,n,2,295.72,3.77,D,0
21.87042,106.11095,333.5,0.44,0.39,2022-02-25,0618,SNPP,SNPP,n,2,294.08,3.27,D,0
21.8694,106.11179,336.89,0.44,0.39,2022-02-25,0618,SNPP,SNPP,n,2,294.26,3.94,D,0
21.89466,106.13845,329.93,0.44,0.39,2022-02-25,0618,SNPP,SNPP,n,2,292.1,2.91,D,0
21.83801,105.66273,329.7,0.43,0.38,2022-02-25,0618,SNPP,SNPP,n,2,294.11,2.69,D,0
21.88277,105.91438,333.39,0.44,0.38,2022-02-25,0618,SNPP,SNPP,n,2,295.52,5.62,D,0
21.88629,105.91379,332.99,0.44,0.38,2022-02-25,0618,SNPP,SNPP,n,2,291.38,6.61,D,0
21.90074,105.99443,329.59,0.44,0.38,2022-02-25,0618,SNPP,SNPP,n,2,294.6,2.06,D,0
21.90016,105.99013,327.41,0.44,0.38,2022-02-25,0618,SNPP,SNPP,n,2,294.49,2.06,D,0
21.89222,105.90452,332.29,0.44,0.38,2022-02-25,0618,SNPP,SNPP,n,2,297.72,5.92,D,0
21.87152,105.69962,334.26,0.43,0.38,2022-02-25,0618,SNPP,SNPP,n,2,295.32,8.98,D,0
21.8779,105.69413,331.09,0.43,0.38,2022-02-25,0618,SNPP,SNPP,n,2,294.52,2.27,D,0
21.89272,105.59525,331.84,0.42,0.38,2022-02-25,0618,SNPP,SNPP,n,2,295.51,5.36,D,0
20.81783,106.78129,325.95,0.46,0.39,2022-02-25,0618,SNPP,SNPP,l,2,296.25,2.84,D,0
21.01788,106.52883,334.81,0.45,0.39,2022-02-25,0618,SNPP,SNPP,n,2,303.91,4.72,D,2
21.07256,106.74508,331.32,0.46,0.39,2022-02-25,0618,SNPP,SNPP,n,2,296.8,3.47,D,0
21.07672,106.74858,328.98,0.46,0.39,2022-02-25,0618,SNPP,SNPP,n,2,296.42,3.47,D,0
21.08033,106.74794,342.67,0.46,0.39,2022-02-25,0618,SNPP,SNPP,n,2,296.07,6.06,D,0
21.09366,106.76449,331.05,0.46,0.39,2022-02-25,0618,SNPP,SNPP,n,2,296.16,4.72,D,0
21.09306,106.76004,330.44,0.46,0.39,2022-02-25,0618,SNPP,SNPP,n,2,293.92,4.72,D,0
21.0932,106.76097,341.41,0.46,0.39,2022-02-25,0618,SNPP,SNPP,n,2,297.37,9.39,D,0
21.10828,106.76317,327.65,0.46,0.39,2022-02-25,0618,SNPP,SNPP,n,2,292.71,2.22,D,0
21.13379,106.84528,329.75,0.47,0.4,2022-02-25,0618,SNPP,SNPP,n,2,293.37,6.23,D,0
21.13323,106.84096,330.65,0.47,0.4,2022-02-25,0618,SNPP,SNPP,n,2,297.51,6.88,D,0
21.23862,106.8232,329.89,0.47,0.4,2022-02-25,0618,SNPP,SNPP,n,2,291.99,4.63,D,0
21.238,106.81846,328.31,0.47,0.4,2022-02-25,0618,SNPP,SNPP,n,2,292.87,3.64,D,0
21.21266,106.56852,330.49,0.46,0.39,2022-02-25,0618,SNPP,SNPP,n,2,295.18,2.9,D,0
21.36088,106.71049,354.8,0.46,0.39,2022-02-25,0618,SNPP,SNPP,n,2,300.27,15.01,D,0
21.4911,106.62827,325.92,0.46,0.39,2022-02-25,0618,SNPP,SNPP,n,2,296.06,1.99,D,0
21.48573,106.58814,345.07,0.46,0.39,2022-02-25,0618,SNPP,SNPP,n,2,296.57,6.44,D,0
21.46501,106.43396,325.11,0.45,0.39,2022-02-25,0618,SNPP,SNPP,n,2,292.23,1.04,D,0
21.49534,106.63231,331.44,0.46,0.39,2022-02-25,0618,SNPP,SNPP,n,2,296.04,2.36,D,0
21.51938,106.78458,326.6,0.47,0.4,2022-02-25,0618,SNPP,SNPP,l,2,297.39,2.02,D,0
21.48643,106.28088,330.34,0.45,0.39,2022-02-25,0618,SNPP,SNPP,n,2,292.58,2.97,D,0
21.41717,106.74357,332.19,0.47,0.39,2022-02-25,0618,SNPP,SNPP,n,2,298.52,2.86,D,0
21.41699,106.74035,332.09,0.47,0.39,2022-02-25,0618,SNPP,SNPP,n,2,298.72,2.82,D,0
21.3983,106.3996,331.93,0.45,0.39,2022-02-25,0618,SNPP,SNPP,n,2,297.08,5.5,D,0
21.40185,106.39886,340.58,0.45,0.39,2022-02-25,0618,SNPP,SNPP,n,2,295.88,5.5,D,0
21.61516,106.69687,331.63,0.47,0.39,2022-02-25,0618,SNPP,SNPP,n,2,296.98,4.52,D,0
21.55714,106.26602,325.46,0.45,0.39,2022-02-25,0618,SNPP,SNPP,l,2,297,3.32,D,0
21.57722,106.30661,333.58,0.45,0.39,2022-02-25,0618,SNPP,SNPP,n,2,297.34,4.08,D,0
21.51947,105.74895,332.26,0.43,0.38,2022-02-25,0618,SNPP,SNPP,n,2,299.14,5.52,D,0
21.65932,106.55103,331.83,0.46,0.39,2022-02-25,0618,SNPP,SNPP,n,2,294.84,3.03,D,0
21.65215,106.0912,349.84,0.44,0.38,2022-02-25,0618,SNPP,SNPP,n,2,298.04,8.46,D,0
21.65146,106.09196,345.16,0.44,0.38,2022-02-25,0618,SNPP,SNPP,n,2,297.1,8.93,D,0
21.5944,105.5869,330.49,0.42,0.38,2022-02-25,0618,SNPP,SNPP,n,2,293.46,3.21,D,0
21.71204,106.27561,330.99,0.45,0.39,2022-02-25,0618,SNPP,SNPP,n,2,297.01,3.54,D,0
21.70008,106.15845,331.58,0.44,0.39,2022-02-25,0618,SNPP,SNPP,n,2,292.2,3.4,D,0
21.67673,105.98432,337.76,0.44,0.38,2022-02-25,0618,SNPP,SNPP,n,2,297.18,3.3,D,0
21.68307,106.00471,334.09,0.44,0.38,2022-02-25,0618,SNPP,SNPP,n,2,292.96,3.95,D,0
21.68025,105.98376,338.35,0.44,0.38,2022-02-25,0618,SNPP,SNPP,n,2,292.27,3.56,D,0
21.64299,105.70907,331.1,0.43,0.38,2022-02-25,0618,SNPP,SNPP,n,2,296.89,3.84,D,0
21.71116,106.18718,325.86,0.44,0.39,2022-02-25,0618,SNPP,SNPP,n,2,293.53,1.99,D,0
21.70775,106.16167,345.42,0.44,0.39,2022-02-25,0618,SNPP,SNPP,n,2,298.87,18.68,D,0
21.68491,105.99164,337.44,0.44,0.38,2022-02-25,0618,SNPP,SNPP,n,2,294.92,9.42,D,0
21.71471,106.18655,334.11,0.44,0.39,2022-02-25,0618,SNPP,SNPP,n,2,295.24,3.95,D,0
21.21412,105.93803,321.01,0.45,0.39,2022-02-25,1847,SNPP,SNPP,n,2,285.05,1.18,N,0
21.01823,106.53074,297.53,0.48,0.4,2022-02-25,1847,SNPP,SNPP,n,2,276.86,0.72,N,2
20.10878,105.24982,339.8,0.58,0.7,2022-02-28,0702,SNPP,SNPP,n,2,288.93,5.35,D,0
20.15619,105.04093,338.96,0.57,0.69,2022-02-28,0702,SNPP,SNPP,n,2,290.25,9.34,D,0
20.15561,105.03436,351.9,0.57,0.69,2022-02-28,0702,SNPP,SNPP,n,2,290.06,9.34,D,0
20.1565,105.03436,367,0.57,0.69,2022-02-28,0702,SNPP,SNPP,h,2,290.78,11.92,D,0
20.15704,105.04092,329.75,0.57,0.69,2022-02-28,0702,SNPP,SNPP,n,2,289.94,13.3,D,0
20.51817,105.52979,336.1,0.61,0.71,2022-02-28,0702,SNPP,SNPP,n,2,288.94,5.92,D,0
20.515,105.53199,336.71,0.61,0.71,2022-02-28,0702,SNPP,SNPP,n,2,288.85,4.1,D,0
20.52171,105.5321,327.33,0.61,0.71,2022-02-28,0702,SNPP,SNPP,n,2,288.11,3.74,D,0
20.58631,105.58401,332.13,0.62,0.71,2022-02-28,0702,SNPP,SNPP,n,2,289.04,6.98,D,0
20.58292,105.579,332.52,0.62,0.71,2022-02-28,0702,SNPP,SNPP,n,2,289.34,8.68,D,0
21.03885,106.5882,301.1,0.39,0.44,2022-03-02,1853,SNPP,SNPP,n,2,288.47,0.78,N,2
21.02068,106.53007,312.74,0.39,0.44,2022-03-02,1853,SNPP,SNPP,n,2,289.61,1.09,N,2
21.01669,106.52921,299.77,0.39,0.44,2022-03-02,1853,SNPP,SNPP,n,2,288.96,1.09,N,2
21.01458,106.54034,307.64,0.39,0.44,2022-03-02,1853,SNPP,SNPP,n,2,288.56,1.4,N,2
21.01059,106.53948,300.83,0.39,0.44,2022-03-02,1853,SNPP,SNPP,n,2,288.31,0.66,N,2
20.53279,105.86488,298.85,0.54,0.42,2022-03-02,1853,SNPP,SNPP,n,2,288.48,0.68,N,0
20.40553,105.90088,304.46,0.55,0.43,2022-03-02,1853,SNPP,SNPP,n,2,289.61,1.21,N,2
20.40166,105.9,305.6,0.55,0.43,2022-03-02,1853,SNPP,SNPP,n,2,289.23,1.37,N,2
20.34228,105.91493,300.31,0.55,0.43,2022-03-02,1853,SNPP,SNPP,n,2,288.85,0.98,N,2
20.12915,105.86719,301.05,0.55,0.43,2022-03-02,1853,SNPP,SNPP,n,2,288.77,1.2,N,2
21.11471,106.78408,334.64,0.38,0.36,2022-03-03,0605,SNPP,SNPP,n,2,296.47,3.5,D,0
21.22425,106.6787,331,0.38,0.36,2022-03-03,0605,SNPP,SNPP,n,2,295.69,3.17,D,0
21.10013,105.05078,333.34,0.4,0.37,2022-03-03,0605,SNPP,SNPP,n,2,292.92,4.16,D,0
21.54985,106.68624,335.45,0.38,0.36,2022-03-03,0605,SNPP,SNPP,n,2,293.73,3.16,D,0
21.66001,106.83418,330.25,0.39,0.36,2022-03-03,0605,SNPP,SNPP,n,2,297.09,2.3,D,0
21.01553,106.54199,304.22,0.39,0.36,2022-03-03,1834,SNPP,SNPP,n,2,289.56,1.53,N,3
20.9636,106.75761,302.42,0.39,0.36,2022-03-03,1834,SNPP,SNPP,n,2,290.44,0.34,N,0
21.19774,106.12123,297.55,0.45,0.47,2022-03-07,1859,SNPP,SNPP,n,2,287.17,0.3,N,0
21.03822,106.58896,299.41,0.49,0.48,2022-03-07,1859,SNPP,SNPP,n,2,288.32,0.76,N,2
21.01738,106.53101,304.64,0.48,0.48,2022-03-07,1859,SNPP,SNPP,n,2,290.78,1.51,N,2
20.89771,106.07815,297.62,0.46,0.47,2022-03-07,1859,SNPP,SNPP,n,2,287.33,0.29,N,0
20.4041,105.90225,332.28,0.39,0.36,2022-03-08,0611,SNPP,SNPP,n,2,300.7,4.24,D,2
21.0181,106.53189,345.09,0.4,0.37,2022-03-08,0611,SNPP,SNPP,n,2,307.79,3.42,D,2
21.01755,106.52804,334.85,0.4,0.37,2022-03-08,0611,SNPP,SNPP,n,2,305.02,3.42,D,2
20.99798,105.08197,341.89,0.38,0.36,2022-03-08,0611,SNPP,SNPP,n,2,300.65,5.79,D,0
21.57,106.71424,344.13,0.41,0.37,2022-03-08,0612,SNPP,SNPP,n,2,298.96,7.73,D,0
21.57795,106.5974,328.22,0.41,0.37,2022-03-08,0612,SNPP,SNPP,n,2,297.36,1.52,D,0
21.82543,106.74747,327.56,0.41,0.37,2022-03-08,0612,SNPP,SNPP,l,2,299.13,3.24,D,0
21.832,106.4487,333.51,0.4,0.37,2022-03-08,0612,SNPP,SNPP,n,2,297.66,2.67,D,0
21.69939,105.89975,298.05,0.4,0.37,2022-03-08,1840,SNPP,SNPP,n,2,287.39,0.53,N,0
21.56284,106.52531,304.52,0.41,0.37,2022-03-08,1840,SNPP,SNPP,n,2,285.33,0.89,N,0
21.55445,105.86963,299.08,0.4,0.37,2022-03-08,1840,SNPP,SNPP,n,2,286.66,0.66,N,0
21.48496,105.15691,299.09,0.39,0.36,2022-03-08,1841,SNPP,SNPP,n,2,287.52,0.21,N,0
21.19658,106.12053,299.74,0.4,0.37,2022-03-08,1841,SNPP,SNPP,n,2,287.21,0.48,N,0
21.04006,106.59035,301.32,0.42,0.38,2022-03-08,1841,SNPP,SNPP,n,2,289.45,0.61,N,2
21.02217,106.52929,303.29,0.42,0.37,2022-03-08,1841,SNPP,SNPP,n,2,287.16,0.7,N,0
21.01806,106.53262,326.17,0.42,0.37,2022-03-08,1841,SNPP,SNPP,n,2,290.38,1.98,N,2
21.01874,106.52863,307.94,0.42,0.37,2022-03-08,1841,SNPP,SNPP,n,2,290.05,1.98,N,2
21.01327,106.53991,308.6,0.42,0.37,2022-03-08,1841,SNPP,SNPP,n,2,290.11,1.7,N,2
20.92557,106.72709,300.97,0.42,0.38,2022-03-08,1841,SNPP,SNPP,n,2,287.12,0.3,N,0
20.89117,106.59578,334.91,0.42,0.38,2022-03-08,1841,SNPP,SNPP,n,2,289.06,2.71,N,0
20.88774,106.59512,304.23,0.42,0.38,2022-03-08,1841,SNPP,SNPP,n,2,286.97,2.71,N,0
20.88919,106.59606,329.04,0.42,0.38,2022-03-08,1841,SNPP,SNPP,n,2,289.51,4.77,N,0
20.98269,105.80505,304.03,0.4,0.37,2022-03-08,1841,SNPP,SNPP,n,2,287.18,0.6,N,0
20.53133,105.86506,304.42,0.4,0.37,2022-03-08,1841,SNPP,SNPP,n,2,288.3,0.56,N,2
20.45363,105.88695,298.81,0.4,0.37,2022-03-08,1841,SNPP,SNPP,n,2,288.45,0.47,N,2
20.40588,105.90178,302.81,0.4,0.37,2022-03-08,1841,SNPP,SNPP,n,2,288.99,0.92,N,2
20.4025,105.90113,311.75,0.4,0.37,2022-03-08,1841,SNPP,SNPP,n,2,288.75,0.92,N,2
20.39912,105.90049,302.58,0.4,0.37,2022-03-08,1841,SNPP,SNPP,n,2,288.09,0.94,N,0
20.34813,105.9119,308.64,0.4,0.37,2022-03-08,1841,SNPP,SNPP,n,2,289.19,0.81,N,2
20.34073,105.91448,308.64,0.4,0.37,2022-03-08,1841,SNPP,SNPP,n,2,288.55,0.46,N,0
20.13124,105.86897,298.8,0.4,0.37,2022-03-08,1841,SNPP,SNPP,n,2,287.97,0.36,N,2
20.12786,105.86832,301.14,0.4,0.37,2022-03-08,1841,SNPP,SNPP,n,2,287.41,0.58,N,2
20.64161,104.93745,327.21,0.55,0.43,2022-03-09,0553,SNPP,SNPP,n,2,296.23,3.54,D,0
