latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight
20.92155,105.35392,315.72,0.51,0.41,2026-04-30,1902,SNPP,SNPP,n,2.0NRT,288.08,1.82,N
20.92163,105.35591,311.89,0.51,0.41,2026-04-30,1902,SNPP,SNPP,n,2.0NRT,287.99,1.59,N
20.51032,105.86781,302.72,0.56,0.43,2026-04-30,1902,SNPP,SNPP,n,2.0NRT,289.02,1.28,N
20.39871,105.89953,307.73,0.56,0.43,2026-04-30,1902,SNPP,SNPP,n,2.0NRT,290.08,1.57,N
21.01831,106.53203,329.66,0.38,0.36,2026-05-01,0614,SNPP,SNPP,n,2.0NRT,296.71,3.74,D
20.48144,105.88074,305.36,0.38,0.36,2026-05-01,1843,SNPP,SNPP,n,2.0NRT,283.73,0.97,N
20.40676,105.90163,296.32,0.38,0.36,2026-05-01,1843,SNPP,SNPP,n,2.0NRT,270.26,0.46,N
20.40345,105.90102,296.73,0.38,0.36,2026-05-01,1843,SNPP,SNPP,n,2.0NRT,268.85,0.59,N
20.15044,105.14388,346.03,0.44,0.46,2026-05-02,0555,SNPP,SNPP,n,2.0NRT,293.37,8.16,D
20.18028,105.04676,346.63,0.44,0.46,2026-05-02,0555,SNPP,SNPP,n,2.0NRT,292.74,9.17,D
20.92267,105.35167,338.81,0.41,0.45,2026-05-02,0555,SNPP,SNPP,n,2.0NRT,295.35,1.64,D
20.97375,104.98666,339.89,0.43,0.46,2026-05-02,0555,SNPP,SNPP,n,2.0NRT,293.69,4.5,D
21.45015,105.39198,351.29,0.4,0.6,2026-05-04,0659,SNPP,SNPP,n,2.0NRT,290.85,8.83,D
21.44978,105.38811,341.65,0.4,0.6,2026-05-04,0659,SNPP,SNPP,n,2.0NRT,290.45,5.41,D
21.93013,105.68924,327.22,0.42,0.61,2026-05-04,0659,SNPP,SNPP,n,2.0NRT,290.09,3.41,D
21.62412,106.1757,345.94,0.45,0.47,2026-05-05,0640,SNPP,SNPP,n,2.0NRT,294.59,6.6,D
21.6899,105.28352,335.72,0.4,0.44,2026-05-05,0640,SNPP,SNPP,n,2.0NRT,294.9,2.22,D
21.83375,105.76559,336.52,0.42,0.46,2026-05-05,0640,SNPP,SNPP,n,2.0NRT,293.63,3.03,D
21.91352,105.86194,338.55,0.43,0.46,2026-05-05,0640,SNPP,SNPP,n,2.0NRT,292.18,4.19,D
21.03954,106.58921,306.79,0.5,0.49,2026-05-05,1908,SNPP,SNPP,n,2.0NRT,289.67,1.02,N
20.74265,105.65241,304.25,0.44,0.46,2026-05-05,1908,SNPP,SNPP,n,2.0NRT,289.96,0.55,N
20.39833,105.90041,304.47,0.46,0.47,2026-05-05,1908,SNPP,SNPP,n,2.0NRT,289.57,1.07,N
20.4361,105.8203,334.01,0.39,0.36,2026-05-06,0620,SNPP,SNPP,n,2.0NRT,297.38,4.98,D
20.6159,105.29985,347.67,0.39,0.36,2026-05-06,0620,SNPP,SNPP,n,2.0NRT,300.21,8.63,D
20.44462,105.02117,331.35,0.53,0.42,2026-05-07,0601,SNPP,SNPP,n,2.0NRT,292.98,3.83,D
21.28004,106.67609,333.47,0.47,0.4,2026-05-11,0625,SNPP,SNPP,n,2.0NRT,293.9,6.67,D
21.34975,105.57355,330.59,0.43,0.38,2026-05-11,0627,SNPP,SNPP,n,2.0NRT,294.61,2.09,D
21.01231,106.54153,304.33,0.49,0.4,2026-05-11,1856,SNPP,SNPP,n,2.0NRT,291.99,0.85,N
21.00862,106.54076,309.51,0.49,0.4,2026-05-11,1856,SNPP,SNPP,n,2.0NRT,291.79,1.67,N
20.53038,105.8659,307.44,0.46,0.39,2026-05-11,1856,SNPP,SNPP,n,2.0NRT,291.83,1.19,N
20.51033,105.86834,302.77,0.46,0.39,2026-05-11,1856,SNPP,SNPP,n,2.0NRT,290.23,0.83,N
20.40389,105.89912,304.65,0.47,0.39,2026-05-11,1856,SNPP,SNPP,n,2.0NRT,292.15,1.63,N
20.3995,105.90286,305.73,0.47,0.39,2026-05-11,1856,SNPP,SNPP,n,2.0NRT,292.51,1.29,N
20.4069,105.89895,308.5,0.4,0.37,2026-05-12,1838,SNPP,SNPP,n,2.0NRT,288.98,1.3,N
20.40297,105.90216,307.95,0.4,0.37,2026-05-12,1838,SNPP,SNPP,n,2.0NRT,289.31,0.93,N
20.39961,105.9016,308.88,0.4,0.37,2026-05-12,1838,SNPP,SNPP,n,2.0NRT,289.34,1.08,N
20.34639,105.91193,304.62,0.4,0.37,2026-05-12,1838,SNPP,SNPP,n,2.0NRT,288.07,0.65,N
20.81462,104.87163,330.08,0.55,0.51,2026-05-13,0550,SNPP,SNPP,n,2.0NRT,291.75,1.81,D
21.31326,105.62815,331.82,0.49,0.48,2026-05-13,0550,SNPP,SNPP,n,2.0NRT,296.38,3.22,D
21.31232,105.62346,330.96,0.49,0.48,2026-05-13,0550,SNPP,SNPP,n,2.0NRT,295.51,3.22,D
21.29983,105.13722,330.48,0.52,0.5,2026-05-13,0550,SNPP,SNPP,n,2.0NRT,291.2,4.94,D
21.30441,105.13638,340.3,0.52,0.5,2026-05-13,0550,SNPP,SNPP,n,2.0NRT,291.62,7.07,D
21.62861,105.87511,331.75,0.46,0.63,2026-05-14,0529,SNPP,SNPP,n,2.0NRT,293.17,4.38,D
21.74936,106.30714,330.95,0.43,0.62,2026-05-14,0529,SNPP,SNPP,n,2.0NRT,293.74,3.98,D
20.58608,105.58396,326.45,0.64,0.72,2026-05-14,0709,SNPP,SNPP,n,2.0NRT,279.82,6.79,D
20.58743,105.58013,345.42,0.64,0.72,2026-05-14,0709,SNPP,SNPP,n,2.0NRT,278.59,10.36,D
21.93919,106.12554,337.05,0.72,0.75,2026-05-14,0712,SNPP,SNPP,n,2.0NRT,292.16,9.95,D
21.94425,106.13147,341.75,0.72,0.75,2026-05-14,0712,SNPP,SNPP,n,2.0NRT,292.83,14.8,D
21.93243,105.54996,331.27,0.66,0.73,2026-05-14,0712,SNPP,SNPP,n,2.0NRT,295.29,4.38,D
21.75303,106.31568,338.84,0.37,0.58,2026-05-15,0652,SNPP,SNPP,n,2.0NRT,290.78,3.06,D
21.7631,106.30766,367,0.37,0.58,2026-05-15,0652,SNPP,SNPP,h,2.0NRT,291.35,10.19,D
21.88054,106.15429,367,0.36,0.57,2026-05-15,0652,SNPP,SNPP,h,2.0NRT,291.35,8.59,D
21.88588,106.15386,339.75,0.36,0.57,2026-05-15,0652,SNPP,SNPP,n,2.0NRT,290.05,4.23,D
21.89616,105.88339,332.07,0.34,0.56,2026-05-15,0652,SNPP,SNPP,n,2.0NRT,290.78,2.95,D
20.14663,105.83873,339.1,0.33,0.55,2026-05-15,0652,SNPP,SNPP,n,2.0NRT,293.19,4.31,D
20.54527,105.4981,340.38,0.63,0.54,2026-05-15,0652,SNPP,SNPP,n,2.0NRT,280.35,6.37,D
21.8823,105.71133,331.82,0.52,0.41,2026-05-16,0633,SNPP,SNPP,n,2.0NRT,288.42,2.64,D
21.93806,105.37305,334.02,0.5,0.41,2026-05-16,0633,SNPP,SNPP,n,2.0NRT,292.09,4.3,D
21.93805,105.36986,334.09,0.5,0.41,2026-05-16,0633,SNPP,SNPP,n,2.0NRT,292.65,3.14,D
20.90593,106.15392,338.07,0.4,0.37,2026-05-22,0620,SNPP,SNPP,n,2.0NRT,296.5,2.86,D
21.23436,105.32939,330.57,0.39,0.36,2026-05-22,0622,SNPP,SNPP,n,2.0NRT,296.74,4.03,D
21.60849,105.92198,335.81,0.4,0.37,2026-05-22,0622,SNPP,SNPP,n,2.0NRT,293.72,3.42,D
20.18225,106.06454,331.58,0.48,0.4,2026-05-23,0601,SNPP,SNPP,l,2.0NRT,298.33,4.57,D
20.77224,105.90152,331.47,0.48,0.4,2026-05-23,0601,SNPP,SNPP,l,2.0NRT,296.4,6.77,D
21.01886,106.5295,335.43,0.44,0.39,2026-05-23,0601,SNPP,SNPP,l,2.0NRT,297.17,2.54,D
20.98987,105.7299,333.86,0.48,0.4,2026-05-23,0601,SNPP,SNPP,l,2.0NRT,298.47,4.37,D
21.02107,105.61498,330.41,0.49,0.4,2026-05-23,0601,SNPP,SNPP,l,2.0NRT,298.82,4.5,D
21.02392,105.6096,332.02,0.49,0.4,2026-05-23,0601,SNPP,SNPP,l,2.0NRT,298.42,4.5,D
21.02843,105.61352,330.76,0.49,0.4,2026-05-23,0601,SNPP,SNPP,l,2.0NRT,298.2,6.69,D
21.08318,105.62182,330,0.49,0.4,2026-05-23,0601,SNPP,SNPP,l,2.0NRT,296.1,3.42,D
21.2548,106.15276,333.27,0.46,0.39,2026-05-23,0601,SNPP,SNPP,l,2.0NRT,298.11,7.67,D
21.25273,105.67231,333.17,0.48,0.4,2026-05-23,0601,SNPP,SNPP,l,2.0NRT,299.33,6.04,D
21.23709,105.58463,330.36,0.49,0.4,2026-05-23,0601,SNPP,SNPP,l,2.0NRT,297.88,6.15,D
21.48169,105.86381,331.74,0.47,0.4,2026-05-23,0601,SNPP,SNPP,l,2.0NRT,298.6,8.16,D
21.01742,106.5296,307.17,0.42,0.38,2026-05-23,1832,SNPP,SNPP,n,2.0NRT,286.03,1.38,N
21.01277,106.53718,306.66,0.42,0.38,2026-05-23,1832,SNPP,SNPP,n,2.0NRT,285.62,1.58,N
20.84001,105.42256,329.57,0.32,0.55,2026-05-24,0544,SNPP,SNPP,n,2.0NRT,284.98,2.19,D
20.83935,105.42396,331.27,0.32,0.55,2026-05-24,0544,SNPP,SNPP,n,2.0NRT,285.59,2.71,D
21.08783,106.65099,306.6,0.5,0.49,2026-05-24,1811,SNPP,SNPP,n,2.0NRT,291.09,3.34,N
21.03991,106.58826,311.7,0.5,0.49,2026-05-24,1811,SNPP,SNPP,n,2.0NRT,292.4,3.56,N
21.01873,106.53073,321.34,0.5,0.49,2026-05-24,1811,SNPP,SNPP,n,2.0NRT,293.04,3.07,N
21.08193,105.82471,314.88,0.56,0.52,2026-05-24,1811,SNPP,SNPP,n,2.0NRT,292,1.49,N
21.01887,106.52961,320.8,0.5,0.49,2026-05-24,1811,SNPP,SNPP,n,2.0NRT,293.39,3.78,N
21.08246,105.82432,313.84,0.56,0.51,2026-05-24,1811,SNPP,SNPP,n,2.0NRT,291.83,1.4,N
20.89714,106.82441,309.36,0.48,0.48,2026-05-24,1811,SNPP,SNPP,n,2.0NRT,292.8,0.6,N
20.40061,105.90158,309.56,0.54,0.51,2026-05-24,1811,SNPP,SNPP,n,2.0NRT,287.88,1.79,N
20.36442,104.96785,343.57,0.69,0.74,2026-05-25,0523,SNPP,SNPP,n,2.0NRT,287.58,9.39,D
20.36527,104.96885,355.4,0.69,0.74,2026-05-25,0523,SNPP,SNPP,n,2.0NRT,288.19,12.97,D
21.41393,106.30734,333.89,0.54,0.68,2026-05-25,0523,SNPP,SNPP,n,2.0NRT,290.98,3.59,D
21.4102,106.30482,331.98,0.54,0.68,2026-05-25,0525,SNPP,SNPP,n,2.0NRT,290.9,3.62,D
21.80014,106.32207,339.27,0.53,0.67,2026-05-25,0525,SNPP,SNPP,n,2.0NRT,289.87,5.7,D
20.16093,105.0564,330.5,0.47,0.64,2026-05-25,0703,SNPP,SNPP,n,2.0NRT,291.37,3.56,D
20.44165,106.30711,330.23,0.57,0.69,2026-05-25,0703,SNPP,SNPP,n,2.0NRT,291.89,6.75,D
20.36456,104.98005,345.31,0.46,0.64,2026-05-25,0703,SNPP,SNPP,n,2.0NRT,292.93,6.37,D
20.77202,105.17324,367,0.48,0.65,2026-05-25,0705,SNPP,SNPP,h,2.0NRT,291.99,11.61,D
21.08461,106.65604,367,0.61,0.71,2026-05-25,0705,SNPP,SNPP,h,2.0NRT,291.58,16.37,D
21.085,106.66082,347.89,0.61,0.71,2026-05-25,0705,SNPP,SNPP,n,2.0NRT,291.77,19.55,D
21.08296,106.65954,367,0.61,0.71,2026-05-25,0705,SNPP,SNPP,h,2.0NRT,292.27,11.46,D
21.08259,106.65461,341.13,0.61,0.71,2026-05-25,0705,SNPP,SNPP,n,2.0NRT,291.1,11.46,D
21.04121,106.58571,307.36,0.5,0.66,2026-05-25,1754,SNPP,SNPP,n,2.0NRT,290.06,1.61,N
21.01493,106.5322,306.67,0.51,0.66,2026-05-25,1754,SNPP,SNPP,n,2.0NRT,289.95,2.28,N
21.02059,106.52779,308.2,0.62,0.71,2026-05-25,1934,SNPP,SNPP,n,2.0NRT,289.19,1.8,N
20.73682,106.32879,315.82,0.61,0.71,2026-05-25,1934,SNPP,SNPP,n,2.0NRT,289.49,1.5,N
20.74233,105.64914,306.69,0.55,0.68,2026-05-25,1934,SNPP,SNPP,n,2.0NRT,289.72,2.11,N
20.25196,106.1176,331.49,0.54,0.51,2026-05-26,0646,SNPP,SNPP,n,2.0NRT,296.87,3.72,D
20.35501,104.9994,344.67,0.46,0.47,2026-05-26,0646,SNPP,SNPP,n,2.0NRT,295.96,13.15,D
21.6911,106.82994,333.84,0.63,0.54,2026-05-26,0646,SNPP,SNPP,n,2.0NRT,295.68,6.34,D
21.63702,106.07842,331.57,0.56,0.51,2026-05-26,0646,SNPP,SNPP,n,2.0NRT,296.16,2.02,D
21.5402,104.92787,334.82,0.47,0.48,2026-05-26,0646,SNPP,SNPP,n,2.0NRT,296.1,5.31,D
21.74785,106.25805,344.94,0.58,0.52,2026-05-26,0646,SNPP,SNPP,n,2.0NRT,295.29,7.06,D
21.91813,106.58123,337.76,0.61,0.53,2026-05-26,0646,SNPP,SNPP,n,2.0NRT,296.46,6.61,D
21.01595,106.5298,309.03,0.62,0.54,2026-05-26,1917,SNPP,SNPP,n,2.0NRT,292.27,2.53,N
20.39913,105.9025,310.93,0.59,0.53,2026-05-26,1917,SNPP,SNPP,n,2.0NRT,293.8,1.63,N
20.23899,106.1563,332.73,0.44,0.38,2026-05-27,0627,SNPP,SNPP,n,2.0NRT,299.45,1.62,D
20.26928,105.42127,343.73,0.42,0.37,2026-05-27,0627,SNPP,SNPP,n,2.0NRT,300.52,8.95,D
20.53015,106.44215,331.45,0.46,0.39,2026-05-27,0627,SNPP,SNPP,n,2.0NRT,299.9,2.06,D
20.51241,105.86924,332.21,0.43,0.38,2026-05-27,0627,SNPP,SNPP,l,2.0NRT,303.25,3.92,D
20.92803,106.22672,332.49,0.45,0.39,2026-05-27,0627,SNPP,SNPP,l,2.0NRT,302.77,6.97,D
20.88437,105.51643,339.73,0.42,0.38,2026-05-27,0627,SNPP,SNPP,n,2.0NRT,300.48,4.15,D
21.08373,106.77275,334.42,0.48,0.4,2026-05-27,0627,SNPP,SNPP,n,2.0NRT,297.11,5.73,D
21.02365,105.61616,335.02,0.43,0.38,2026-05-27,0627,SNPP,SNPP,l,2.0NRT,307.2,3.39,D
21.02308,105.61205,334.02,0.43,0.38,2026-05-27,0627,SNPP,SNPP,l,2.0NRT,306.06,7.9,D
21.02771,105.61971,334.24,0.43,0.38,2026-05-27,0627,SNPP,SNPP,l,2.0NRT,306.79,3.39,D
21.02714,105.61561,334.61,0.43,0.38,2026-05-27,0627,SNPP,SNPP,l,2.0NRT,306.62,3.39,D
21.27013,106.78169,333.27,0.48,0.4,2026-05-27,0627,SNPP,SNPP,n,2.0NRT,296.31,4.73,D
21.18521,105.20209,330.77,0.42,0.37,2026-05-27,0627,SNPP,SNPP,l,2.0NRT,302.35,2.72,D
21.18466,105.19817,337.16,0.42,0.37,2026-05-27,0627,SNPP,SNPP,n,2.0NRT,302.38,4,D
21.25507,105.67791,338.87,0.43,0.38,2026-05-27,0627,SNPP,SNPP,n,2.0NRT,302.76,4.15,D
21.21566,105.0709,334.09,0.41,0.37,2026-05-27,0627,SNPP,SNPP,n,2.0NRT,301.23,1.34,D
21.21892,105.07055,337.7,0.41,0.37,2026-05-27,0627,SNPP,SNPP,n,2.0NRT,301.09,3.46,D
21.33113,105.83784,334.59,0.44,0.38,2026-05-27,0627,SNPP,SNPP,n,2.0NRT,304.36,7.1,D
21.33466,105.83729,333.56,0.44,0.38,2026-05-27,0627,SNPP,SNPP,l,2.0NRT,304.02,5.88,D
