latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight
21.65144,104.93603,329.97,0.52,0.41,2026-07-26,0603,SNPP,SNPP,n,2.0NRT,290.77,4.71,D
21.72853,105.2384,340.04,0.5,0.41,2026-07-26,0603,SNPP,SNPP,n,2.0NRT,298.21,4.75,D
21.72974,105.2403,334.43,0.5,0.41,2026-07-26,0603,SNPP,SNPP,n,2.0NRT,297.67,3.92,D
21.55926,105.87146,314.27,0.46,0.39,2026-07-26,1834,SNPP,SNPP,n,2.0NRT,291.25,2.99,N
21.04021,106.58926,312.53,0.42,0.38,2026-07-26,1834,SNPP,SNPP,n,2.0NRT,293.88,3.1,N
21.03858,106.59052,308.67,0.42,0.38,2026-07-26,1834,SNPP,SNPP,n,2.0NRT,293.14,3.24,N
21.01447,106.53664,308.4,0.42,0.38,2026-07-26,1834,SNPP,SNPP,n,2.0NRT,292.96,2.43,N
21.7292,106.18715,332.28,0.46,0.39,2026-07-30,0629,SNPP,SNPP,n,2.0NRT,287.55,3.79,D
21.55921,105.86848,309.55,0.45,0.39,2026-07-30,1858,SNPP,SNPP,n,2.0NRT,288.82,1.6,N
21.01954,106.53042,312.56,0.49,0.4,2026-07-30,1858,SNPP,SNPP,n,2.0NRT,279.58,1.12,N
21.0399,106.58846,306.73,0.39,0.36,2026-08-05,1845,SNPP,SNPP,n,2.0NRT,287.01,1.12,N
21.41718,105.49997,331.74,0.4,0.6,2026-08-08,0701,SNPP,SNPP,n,2.0NRT,288.91,2.24,D
21.48184,105.86833,298.17,0.72,0.76,2026-08-08,1749,SNPP,SNPP,n,2.0NRT,279.83,0.55,N
21.03598,106.58954,303.11,0.64,0.72,2026-08-08,1749,SNPP,SNPP,n,2.0NRT,286.28,1.06,N
21.01873,106.53105,311.99,0.49,0.65,2026-08-08,1930,SNPP,SNPP,n,2.0NRT,287.67,2.04,N
20.67736,105.29102,338.07,0.38,0.44,2026-08-09,0642,SNPP,SNPP,n,2.0NRT,294.54,2.77,D
20.67789,105.29005,336.24,0.39,0.44,2026-08-09,0642,SNPP,SNPP,n,2.0NRT,294.58,2.31,D
20.8327,105.47817,336.22,0.4,0.44,2026-08-09,0642,SNPP,SNPP,n,2.0NRT,292.13,2.19,D
21.33275,105.83578,331.01,0.42,0.45,2026-08-09,0642,SNPP,SNPP,l,2.0NRT,301.95,9.1,D
21.66152,105.07926,330.68,0.38,0.44,2026-08-09,0642,SNPP,SNPP,n,2.0NRT,297.39,1.23,D
21.76689,105.85385,335.79,0.43,0.46,2026-08-09,0642,SNPP,SNPP,n,2.0NRT,293.72,5.01,D
21.8828,105.89474,332.23,0.43,0.46,2026-08-09,0642,SNPP,SNPP,n,2.0NRT,293.84,3.86,D
21.55826,105.86409,304.8,0.44,0.46,2026-08-09,1910,SNPP,SNPP,n,2.0NRT,283.4,0.81,N
20.60415,106.44767,307.23,0.5,0.49,2026-08-09,1913,SNPP,SNPP,n,2.0NRT,287.43,0.96,N
20.35438,106.10344,330.05,0.39,0.36,2026-08-10,0622,SNPP,SNPP,l,2.0NRT,302.03,2.73,D
20.33865,105.92527,331.34,0.39,0.36,2026-08-10,0622,SNPP,SNPP,l,2.0NRT,302.74,4.99,D
20.40389,105.90295,330.38,0.39,0.36,2026-08-10,0622,SNPP,SNPP,l,2.0NRT,301.54,5.37,D
20.50299,106.35894,330.35,0.4,0.37,2026-08-10,0622,SNPP,SNPP,l,2.0NRT,302.69,3.83,D
20.54354,106.54528,331.64,0.4,0.37,2026-08-10,0622,SNPP,SNPP,l,2.0NRT,301.87,2.34,D
20.63175,105.88848,330.75,0.39,0.36,2026-08-10,0625,SNPP,SNPP,l,2.0NRT,303.06,3.88,D
20.90551,106.15286,335.07,0.4,0.37,2026-08-10,0625,SNPP,SNPP,n,2.0NRT,295.22,2.74,D
21.01853,106.52923,333.15,0.41,0.37,2026-08-10,0625,SNPP,SNPP,l,2.0NRT,305.29,2.4,D
21.07902,106.73195,334.9,0.41,0.37,2026-08-10,0625,SNPP,SNPP,n,2.0NRT,299.35,2.9,D
21.07811,106.73278,335.05,0.41,0.37,2026-08-10,0625,SNPP,SNPP,n,2.0NRT,299.92,2.69,D
20.99162,105.97939,330.04,0.39,0.36,2026-08-10,0625,SNPP,SNPP,n,2.0NRT,298.13,3.11,D
20.99994,105.54693,330.69,0.39,0.36,2026-08-10,0625,SNPP,SNPP,l,2.0NRT,303.75,2.11,D
21.1844,105.77296,332.69,0.39,0.36,2026-08-10,0625,SNPP,SNPP,l,2.0NRT,303.49,5.97,D
21.2468,106.17954,333.29,0.4,0.37,2026-08-10,0625,SNPP,SNPP,n,2.0NRT,301.31,5.65,D
21.23122,105.81153,331.66,0.39,0.36,2026-08-10,0625,SNPP,SNPP,l,2.0NRT,303.61,4.73,D
21.2369,105.57915,330.11,0.39,0.36,2026-08-10,0625,SNPP,SNPP,l,2.0NRT,301.65,5.21,D
21.25144,105.49233,330.5,0.39,0.36,2026-08-10,0625,SNPP,SNPP,l,2.0NRT,302.1,5.76,D
21.26755,105.48579,335.1,0.39,0.36,2026-08-10,0625,SNPP,SNPP,n,2.0NRT,302.69,6.35,D
21.27088,105.48522,330.15,0.39,0.36,2026-08-10,0625,SNPP,SNPP,l,2.0NRT,302.32,3.77,D
21.32961,105.83762,331.21,0.39,0.36,2026-08-10,0625,SNPP,SNPP,l,2.0NRT,304.27,3.9,D
21.33296,105.83705,332.61,0.39,0.36,2026-08-10,0625,SNPP,SNPP,l,2.0NRT,305.28,3.9,D
21.33241,105.83326,332.96,0.39,0.36,2026-08-10,0625,SNPP,SNPP,l,2.0NRT,305.72,3.35,D
21.33576,105.83271,330.58,0.39,0.36,2026-08-10,0625,SNPP,SNPP,l,2.0NRT,304.57,2.97,D
21.31251,105.62793,338.45,0.39,0.36,2026-08-10,0625,SNPP,SNPP,n,2.0NRT,303.74,4.46,D
21.31196,105.62418,335.84,0.39,0.36,2026-08-10,0625,SNPP,SNPP,n,2.0NRT,303.65,4.46,D
21.52571,106.8378,335.45,0.42,0.37,2026-08-10,0625,SNPP,SNPP,n,2.0NRT,298.04,4.8,D
21.52422,106.83898,340.03,0.42,0.37,2026-08-10,0625,SNPP,SNPP,n,2.0NRT,298.2,5.17,D
21.47921,105.86375,332.18,0.39,0.36,2026-08-10,0625,SNPP,SNPP,l,2.0NRT,304.38,2.66,D
21.74363,106.29263,333.37,0.4,0.37,2026-08-10,0625,SNPP,SNPP,n,2.0NRT,298.13,5.79,D
21.73032,105.80988,333.78,0.39,0.37,2026-08-10,0625,SNPP,SNPP,n,2.0NRT,296.83,3.6,D
21.68236,104.95647,332.26,0.38,0.36,2026-08-10,0625,SNPP,SNPP,l,2.0NRT,302.3,3,D
21.94218,106.19623,342.79,0.4,0.37,2026-08-10,0625,SNPP,SNPP,n,2.0NRT,304.2,23.71,D
21.94557,106.19565,341.58,0.4,0.37,2026-08-10,0625,SNPP,SNPP,n,2.0NRT,297.97,23.71,D
21.02014,106.52843,318.93,0.42,0.38,2026-08-10,1851,SNPP,SNPP,n,2.0NRT,293.38,3.91,N
20.26057,105.97353,330.76,0.48,0.4,2026-08-11,0603,SNPP,SNPP,l,2.0NRT,293.87,6.92,D
20.7257,106.55589,331.58,0.45,0.39,2026-08-11,0603,SNPP,SNPP,l,2.0NRT,302.01,5.89,D
20.75984,106.3485,330.2,0.46,0.39,2026-08-11,0603,SNPP,SNPP,l,2.0NRT,299.92,1.87,D
20.84446,106.31522,330.02,0.46,0.39,2026-08-11,0603,SNPP,SNPP,l,2.0NRT,300.46,2.92,D
20.86802,106.30157,330.27,0.46,0.39,2026-08-11,0603,SNPP,SNPP,l,2.0NRT,302.07,6.43,D
20.8716,106.30087,332.41,0.46,0.39,2026-08-11,0603,SNPP,SNPP,l,2.0NRT,301.98,2.65,D
20.87086,106.29649,331.26,0.46,0.39,2026-08-11,0603,SNPP,SNPP,l,2.0NRT,302.41,2.65,D
20.87444,106.2958,332.26,0.46,0.39,2026-08-11,0603,SNPP,SNPP,l,2.0NRT,301.91,2.65,D
20.96046,106.402,331.76,0.45,0.39,2026-08-11,0603,SNPP,SNPP,l,2.0NRT,303.25,4.75,D
20.97975,106.40717,333.61,0.45,0.39,2026-08-11,0603,SNPP,SNPP,l,2.0NRT,302.61,3.56,D
21.02455,106.56229,334.35,0.44,0.39,2026-08-11,0603,SNPP,SNPP,l,2.0NRT,302.95,6.32,D
21.01948,106.53243,333.38,0.45,0.39,2026-08-11,0603,SNPP,SNPP,l,2.0NRT,303.11,3.91,D
21.01876,106.52817,333.12,0.45,0.39,2026-08-11,0603,SNPP,SNPP,l,2.0NRT,304.44,3.91,D
20.99359,106.3373,331.21,0.45,0.39,2026-08-11,0603,SNPP,SNPP,l,2.0NRT,302.02,5.21,D
21.02576,106.50475,333.94,0.45,0.39,2026-08-11,0603,SNPP,SNPP,l,2.0NRT,302.16,1.58,D
21.03718,106.52901,333.64,0.45,0.39,2026-08-11,0603,SNPP,SNPP,l,2.0NRT,302.57,4.88,D
21.04862,106.57513,334.04,0.44,0.39,2026-08-11,0603,SNPP,SNPP,l,2.0NRT,302.17,5.2,D
21.04963,106.47892,334.92,0.45,0.39,2026-08-11,0603,SNPP,SNPP,l,2.0NRT,302.32,3.25,D
20.9769,105.80641,337.83,0.48,0.4,2026-08-11,0603,SNPP,SNPP,l,2.0NRT,301.65,6.78,D
21.02022,105.61259,331.13,0.49,0.4,2026-08-11,0603,SNPP,SNPP,l,2.0NRT,301.73,5.38,D
21.02392,105.61185,331.6,0.49,0.4,2026-08-11,0603,SNPP,SNPP,l,2.0NRT,301.14,8.06,D
21.04774,105.61678,333.38,0.49,0.4,2026-08-11,0603,SNPP,SNPP,l,2.0NRT,300.7,2.77,D
21.05144,105.61604,330.95,0.49,0.4,2026-08-11,0603,SNPP,SNPP,l,2.0NRT,300.81,2.77,D
21.05513,105.6153,331.06,0.49,0.4,2026-08-11,0603,SNPP,SNPP,l,2.0NRT,300.99,2.86,D
21.1957,106.05141,332.05,0.46,0.39,2026-08-11,0603,SNPP,SNPP,l,2.0NRT,302.37,5.88,D
21.20561,105.98015,334.07,0.47,0.4,2026-08-11,0603,SNPP,SNPP,l,2.0NRT,302.65,6.62,D
21.25088,105.49245,331.02,0.49,0.4,2026-08-11,0603,SNPP,SNPP,l,2.0NRT,300.92,6.86,D
21.27311,105.48796,330.46,0.49,0.4,2026-08-11,0603,SNPP,SNPP,l,2.0NRT,299.73,5.39,D
21.34102,105.40744,331.86,0.5,0.41,2026-08-11,0603,SNPP,SNPP,l,2.0NRT,299.49,5.17,D
21.47027,105.17596,333.75,0.51,0.41,2026-08-11,0603,SNPP,SNPP,n,2.0NRT,297.44,2.77,D
21.93513,106.19115,341.49,0.45,0.39,2026-08-11,0603,SNPP,SNPP,n,2.0NRT,299.99,17.92,D
21.8507,105.65981,337.67,0.47,0.4,2026-08-11,0603,SNPP,SNPP,n,2.0NRT,297.43,8.56,D
21.01797,106.52924,315.19,0.43,0.38,2026-08-11,1834,SNPP,SNPP,n,2.0NRT,295,1.81,N
21.01273,106.54093,309.28,0.43,0.38,2026-08-11,1834,SNPP,SNPP,n,2.0NRT,294.13,1.44,N
20.74974,106.5964,311.43,0.42,0.38,2026-08-11,1834,SNPP,SNPP,n,2.0NRT,294.41,0.57,N
20.5296,105.86417,308.25,0.45,0.39,2026-08-11,1834,SNPP,SNPP,n,2.0NRT,294.1,0.88,N
20.40591,105.89846,311.34,0.44,0.39,2026-08-11,1834,SNPP,SNPP,n,2.0NRT,294.93,1.35,N
20.40178,105.90212,313.85,0.44,0.39,2026-08-11,1834,SNPP,SNPP,n,2.0NRT,295.23,1.27,N
20.39823,105.90158,310.55,0.44,0.39,2026-08-11,1834,SNPP,SNPP,n,2.0NRT,294.94,1.2,N
20.39898,105.90352,310.58,0.44,0.39,2026-08-11,1834,SNPP,SNPP,n,2.0NRT,295.08,1.01,N
20.34696,105.91253,314.47,0.44,0.39,2026-08-11,1834,SNPP,SNPP,n,2.0NRT,294.78,1.06,N
21.33741,106.62616,338.13,0.53,0.5,2026-08-12,0546,SNPP,SNPP,n,2.0NRT,291.35,3.74,D
21.0393,106.5892,307.94,0.51,0.49,2026-08-12,1813,SNPP,SNPP,n,2.0NRT,289.01,2.2,N
21.03853,106.59102,307.03,0.51,0.49,2026-08-12,1813,SNPP,SNPP,n,2.0NRT,288.94,1.58,N
20.40777,105.90127,308.69,0.55,0.51,2026-08-12,1815,SNPP,SNPP,n,2.0NRT,290.31,1.04,N
20.40304,105.90072,308.56,0.55,0.51,2026-08-12,1815,SNPP,SNPP,n,2.0NRT,290.45,1.04,N
21.30475,106.07568,333.37,0.55,0.68,2026-08-13,0707,SNPP,SNPP,n,2.0NRT,288.9,3.01,D
21.73422,105.81798,329.92,0.54,0.68,2026-08-13,0707,SNPP,SNPP,n,2.0NRT,290.16,4.01,D
20.79653,106.12017,306.62,0.59,0.7,2026-08-13,1936,SNPP,SNPP,n,2.0NRT,286.1,0.89,N
21.0196,106.52774,305.31,0.62,0.54,2026-08-14,1919,SNPP,SNPP,n,2.0NRT,283.74,1.86,N
21.01785,106.53049,331.68,0.46,0.39,2026-08-15,0629,SNPP,SNPP,n,2.0NRT,299.64,6.52,D
20.88196,105.18151,330.47,0.41,0.37,2026-08-15,0629,SNPP,SNPP,n,2.0NRT,294.94,2.55,D
21.01115,105.63508,330.07,0.43,0.38,2026-08-15,0629,SNPP,SNPP,l,2.0NRT,304.43,5.82,D
21.02282,105.6165,332.77,0.43,0.38,2026-08-15,0629,SNPP,SNPP,l,2.0NRT,305.16,6.7,D
21.02225,105.61241,332.98,0.42,0.38,2026-08-15,0629,SNPP,SNPP,l,2.0NRT,305.18,6.01,D
21.0263,105.61595,331.23,0.43,0.38,2026-08-15,0629,SNPP,SNPP,l,2.0NRT,304.58,6.28,D
21.33027,105.83794,331.27,0.44,0.38,2026-08-15,0629,SNPP,SNPP,l,2.0NRT,303.9,3.39,D
21.33379,105.8374,330.19,0.44,0.38,2026-08-15,0629,SNPP,SNPP,l,2.0NRT,303.15,3.39,D
21.33322,105.83318,332.23,0.44,0.38,2026-08-15,0629,SNPP,SNPP,l,2.0NRT,304.94,3.39,D
21.47283,105.70034,333.66,0.43,0.38,2026-08-15,0629,SNPP,SNPP,n,2.0NRT,297.44,6.39,D
21.04085,106.58796,307.2,0.49,0.4,2026-08-15,1858,SNPP,SNPP,n,2.0NRT,291.18,2.98,N
20.15375,105.90942,332.89,0.42,0.38,2026-08-16,0610,SNPP,SNPP,l,2.0NRT,298.85,6.34,D
20.6528,106.43893,334.87,0.4,0.37,2026-08-16,0610,SNPP,SNPP,l,2.0NRT,298.47,6.21,D
21.01723,106.52966,331.78,0.4,0.37,2026-08-16,0610,SNPP,SNPP,l,2.0NRT,302.17,6.5,D
21.01813,106.52932,335.81,0.4,0.37,2026-08-16,0610,SNPP,SNPP,l,2.0NRT,302.83,6.81,D
21.11303,105.28125,330.2,0.43,0.38,2026-08-16,0610,SNPP,SNPP,l,2.0NRT,300.51,7.01,D
20.38922,106.52682,337.4,0.45,0.47,2026-08-17,0553,SNPP,SNPP,n,2.0NRT,296.27,4.53,D
20.13065,105.15651,332.97,0.55,0.51,2026-08-17,0553,SNPP,SNPP,n,2.0NRT,289.62,6.65,D
21.12399,105.85004,306.13,0.45,0.47,2026-08-17,1821,SNPP,SNPP,n,2.0NRT,286.27,3.34,N
21.01902,106.53031,313.32,0.41,0.45,2026-08-17,1821,SNPP,SNPP,n,2.0NRT,285.48,2.69,N
20.45309,105.8861,303.81,0.44,0.46,2026-08-17,1821,SNPP,SNPP,n,2.0NRT,283.21,1.22,N
20.40791,105.90102,304.1,0.44,0.46,2026-08-17,1821,SNPP,SNPP,n,2.0NRT,280.93,1.28,N
20.40365,105.90047,304.09,0.44,0.46,2026-08-17,1821,SNPP,SNPP,n,2.0NRT,280.32,1.17,N
21.13362,106.74718,345.22,0.57,0.43,2026-08-20,0635,SNPP,SNPP,n,2.0NRT,299.36,7.82,D
20.40773,105.89836,304.97,0.45,0.39,2026-08-27,1834,SNPP,SNPP,n,2.0NRT,281.41,0.98,N
20.40357,105.90204,298.35,0.45,0.39,2026-08-27,1834,SNPP,SNPP,n,2.0NRT,277.37,0.74,N
20.40001,105.9015,306.86,0.45,0.39,2026-08-27,1834,SNPP,SNPP,n,2.0NRT,283.46,0.74,N
